task_id,hash,native_id,name,mut,rc,seq_n,dual_inf,rep,status,exit,submit,duration,realtime,X.cpu,peak_rss,peak_vmem,rchar,wchar
2,e4/1ca6b6,228709.hpcnode0,geneconv,0.0001,0.000001,5000,0.05,3,COMPLETED,0,00:44.0,3d 10h 23m 49s,3d 10h 23m 1s,100.00%,13.5 GB,13.6 GB,8.1 MB,117.4 MB
15,4d/a1719c,228702.hpcnode0,geneconv,0.0001,0.000001,5000,0.05,1,COMPLETED,0,00:43.5,3d 11h 20m 20s,3d 11h 19m 58s,100.10%,12.8 GB,12.9 GB,8.1 MB,740.8 MB
10,dd/70cf5c,228697.hpcnode0,geneconv,0.0001,1.00E-07,5000,0.05,1,COMPLETED,0,00:43.1,3d 12h 10s,3d 11h 59m 19s,100.10%,13.5 GB,13.6 GB,8.1 MB,60.3 MB
4,4b/1d0682,228699.hpcnode0,geneconv,0.0001,0.000001,5000,0.05,2,COMPLETED,0,00:43.3,3d 14h 36m 50s,3d 14h 36m 49s,100.10%,13.4 GB,13.5 GB,8.1 MB,166.4 MB
12,97/6c449c,228707.hpcnode0,geneconv,0.0001,1.00E-07,5000,0.05,3,COMPLETED,0,00:43.8,4d 10h 42m 57s,4d 10h 42m 34s,100.10%,13.5 GB,13.6 GB,8.1 MB,100.6 MB
6,72/a0c20e,228692.hpcnode0,geneconv,0.001,1.00E-07,5000,0.05,2,ABORTED,-,00:42.7,-,120h,-,-,-,-,-
7,17/45fff4,228693.hpcnode0,geneconv,0.001,0.000001,5000,0.05,2,ABORTED,-,00:42.9,-,120h,-,-,-,-,-
5,81/f94c94,228695.hpcnode0,geneconv,0.001,0.000001,5000,0.05,1,ABORTED,-,00:43.0,-,120h,-,-,-,-,-
11,5f/87b908,228696.hpcnode0,geneconv,0.001,0.000001,5000,0.05,3,ABORTED,-,00:43.1,-,120h,-,-,-,-,-
13,38/ada6e3,228698.hpcnode0,geneconv,0.01,1.00E-07,5000,0.05,2,ABORTED,-,00:43.2,-,120h,-,-,-,-,-
14,df/fb1301,228700.hpcnode0,geneconv,0.01,0.000001,5000,0.05,1,ABORTED,-,00:43.3,-,120h,-,-,-,-,-
1,3f/553d4f,228701.hpcnode0,geneconv,0.01,0.000001,5000,0.05,2,ABORTED,-,00:43.4,-,120h,-,-,-,-,-
16,f1/e2d8db,228703.hpcnode0,geneconv,0.01,1.00E-07,5000,0.05,3,ABORTED,-,00:43.6,-,120h,-,-,-,-,-
8,d5/636741,228704.hpcnode0,geneconv,0.001,1.00E-07,5000,0.05,3,ABORTED,-,00:43.6,-,120h,-,-,-,-,-
3,5b/0102fb,228705.hpcnode0,geneconv,0.01,0.000001,5000,0.05,3,ABORTED,-,00:43.7,-,120h,-,-,-,-,-
17,9a/4bae46,228706.hpcnode0,geneconv,0.001,1.00E-07,5000,0.05,1,ABORTED,-,00:43.8,-,120h,-,-,-,-,-
9,d2/c30c2e,228708.hpcnode0,geneconv,0.01,1.00E-07,5000,0.05,1,ABORTED,-,00:43.9,-,120h,-,-,-,-,-
