"","mut","rec","seqnum","dualInf","rep","seq","simulated","geneconv","Condition","Method"
"19217",0.01,0.01,100,1,4,"seq_17",FALSE,FALSE,"TN","GENECONV"
"19218",0.01,0.01,100,1,4,"seq_18",FALSE,FALSE,"TN","GENECONV"
"19219",0.01,0.01,100,1,4,"seq_19",FALSE,FALSE,"TN","GENECONV"
"19220",0.01,0.01,100,1,4,"seq_20",FALSE,FALSE,"TN","GENECONV"
"19221",0.01,0.01,100,1,4,"seq_21",FALSE,FALSE,"TN","GENECONV"
"19222",0.01,0.01,100,1,4,"seq_22",FALSE,FALSE,"TN","GENECONV"
"19223",0.01,0.01,100,1,4,"seq_23",FALSE,FALSE,"TN","GENECONV"
"19224",0.01,0.01,100,1,4,"seq_24",FALSE,FALSE,"TN","GENECONV"
"19225",0.01,0.01,100,1,4,"seq_25",FALSE,FALSE,"TN","GENECONV"
"19226",0.01,0.01,100,1,4,"seq_26",FALSE,FALSE,"TN","GENECONV"
"19227",0.01,0.01,100,1,4,"seq_27",FALSE,FALSE,"TN","GENECONV"
"19228",0.01,0.01,100,1,4,"seq_28",FALSE,FALSE,"TN","GENECONV"
"19229",0.01,0.01,100,1,4,"seq_29",FALSE,FALSE,"TN","GENECONV"
"19230",0.01,0.01,100,1,4,"seq_30",FALSE,FALSE,"TN","GENECONV"
"19231",0.01,0.01,100,1,4,"seq_31",FALSE,FALSE,"TN","GENECONV"
"19232",0.01,0.01,100,1,4,"seq_32",FALSE,FALSE,"TN","GENECONV"
"19233",0.01,0.01,100,1,4,"seq_33",FALSE,FALSE,"TN","GENECONV"
"19234",0.01,0.01,100,1,4,"seq_34",FALSE,FALSE,"TN","GENECONV"
"19235",0.01,0.01,100,1,4,"seq_35",FALSE,FALSE,"TN","GENECONV"
"19236",0.01,0.01,100,1,4,"seq_36",FALSE,FALSE,"TN","GENECONV"
"19237",0.01,0.01,100,1,4,"seq_37",FALSE,FALSE,"TN","GENECONV"
"19238",0.01,0.01,100,1,4,"seq_38",FALSE,FALSE,"TN","GENECONV"
"19239",0.01,0.01,100,1,4,"seq_39",FALSE,FALSE,"TN","GENECONV"
"19240",0.01,0.01,100,1,4,"seq_40",FALSE,FALSE,"TN","GENECONV"
"19241",0.01,0.01,100,1,4,"seq_41",FALSE,FALSE,"TN","GENECONV"
"19242",0.01,0.01,100,1,4,"seq_42",FALSE,FALSE,"TN","GENECONV"
"19243",0.01,0.01,100,1,4,"seq_43",FALSE,FALSE,"TN","GENECONV"
"19244",0.01,0.01,100,1,4,"seq_44",FALSE,FALSE,"TN","GENECONV"
"19245",0.01,0.01,100,1,4,"seq_45",FALSE,TRUE,"FP","GENECONV"
"19246",0.01,0.01,100,1,4,"seq_46",FALSE,FALSE,"TN","GENECONV"
"19247",0.01,0.01,100,1,4,"seq_47",FALSE,FALSE,"TN","GENECONV"
"19248",0.01,0.01,100,1,4,"seq_48",FALSE,FALSE,"TN","GENECONV"
"19249",0.01,0.01,100,1,4,"seq_49",FALSE,FALSE,"TN","GENECONV"
"19250",0.01,0.01,100,1,4,"seq_50",FALSE,FALSE,"TN","GENECONV"
"19251",0.01,0.01,100,1,4,"seq_51",FALSE,FALSE,"TN","GENECONV"
"19252",0.01,0.01,100,1,4,"seq_52",FALSE,FALSE,"TN","GENECONV"
"19253",0.01,0.01,100,1,4,"seq_53",FALSE,FALSE,"TN","GENECONV"
"19254",0.01,0.01,100,1,4,"seq_54",FALSE,FALSE,"TN","GENECONV"
"19255",0.01,0.01,100,1,4,"seq_55",FALSE,FALSE,"TN","GENECONV"
"19256",0.01,0.01,100,1,4,"seq_56",FALSE,FALSE,"TN","GENECONV"
"19257",0.01,0.01,100,1,4,"seq_57",FALSE,FALSE,"TN","GENECONV"
"19258",0.01,0.01,100,1,4,"seq_58",FALSE,FALSE,"TN","GENECONV"
"19259",0.01,0.01,100,1,4,"seq_59",FALSE,FALSE,"TN","GENECONV"
"19260",0.01,0.01,100,1,4,"seq_60",FALSE,FALSE,"TN","GENECONV"
"19261",0.01,0.01,100,1,4,"seq_61",FALSE,FALSE,"TN","GENECONV"
"19262",0.01,0.01,100,1,4,"seq_62",FALSE,FALSE,"TN","GENECONV"
"19263",0.01,0.01,100,1,4,"seq_63",FALSE,FALSE,"TN","GENECONV"
"19264",0.01,0.01,100,1,4,"seq_64",FALSE,FALSE,"TN","GENECONV"
"19265",0.01,0.01,100,1,4,"seq_65",FALSE,FALSE,"TN","GENECONV"
"19266",0.01,0.01,100,1,4,"seq_66",FALSE,FALSE,"TN","GENECONV"
"19267",0.01,0.01,100,1,4,"seq_67",FALSE,FALSE,"TN","GENECONV"
"19268",0.01,0.01,100,1,4,"seq_68",FALSE,TRUE,"FP","GENECONV"
"19269",0.01,0.01,100,1,4,"seq_69",FALSE,FALSE,"TN","GENECONV"
"19270",0.01,0.01,100,1,4,"seq_70",FALSE,FALSE,"TN","GENECONV"
"19271",0.01,0.01,100,1,4,"seq_71",FALSE,FALSE,"TN","GENECONV"
"19272",0.01,0.01,100,1,4,"seq_72",FALSE,FALSE,"TN","GENECONV"
"19273",0.01,0.01,100,1,4,"seq_73",FALSE,FALSE,"TN","GENECONV"
"19274",0.01,0.01,100,1,4,"seq_74",FALSE,FALSE,"TN","GENECONV"
"19275",0.01,0.01,100,1,4,"seq_75",FALSE,FALSE,"TN","GENECONV"
"19276",0.01,0.01,100,1,4,"seq_76",FALSE,FALSE,"TN","GENECONV"
"19277",0.01,0.01,100,1,4,"seq_77",FALSE,FALSE,"TN","GENECONV"
"19278",0.01,0.01,100,1,4,"seq_78",FALSE,FALSE,"TN","GENECONV"
"19279",0.01,0.01,100,1,4,"seq_79",FALSE,FALSE,"TN","GENECONV"
"19280",0.01,0.01,100,1,4,"seq_80",FALSE,FALSE,"TN","GENECONV"
"19281",0.01,0.01,100,1,4,"seq_81",FALSE,FALSE,"TN","GENECONV"
"19282",0.01,0.01,100,1,4,"seq_82",FALSE,FALSE,"TN","GENECONV"
"19283",0.01,0.01,100,1,4,"seq_83",FALSE,FALSE,"TN","GENECONV"
"19284",0.01,0.01,100,1,4,"seq_84",FALSE,FALSE,"TN","GENECONV"
"19285",0.01,0.01,100,1,4,"seq_85",FALSE,FALSE,"TN","GENECONV"
"19286",0.01,0.01,100,1,4,"seq_86",FALSE,FALSE,"TN","GENECONV"
"19287",0.01,0.01,100,1,4,"seq_87",FALSE,FALSE,"TN","GENECONV"
"19288",0.01,0.01,100,1,4,"seq_88",FALSE,FALSE,"TN","GENECONV"
"19289",0.01,0.01,100,1,4,"seq_89",FALSE,FALSE,"TN","GENECONV"
"19290",0.01,0.01,100,1,4,"seq_90",FALSE,FALSE,"TN","GENECONV"
"19291",0.01,0.01,100,1,4,"seq_91",FALSE,FALSE,"TN","GENECONV"
"19292",0.01,0.01,100,1,4,"seq_92",FALSE,FALSE,"TN","GENECONV"
"19293",0.01,0.01,100,1,4,"seq_93",FALSE,FALSE,"TN","GENECONV"
"19294",0.01,0.01,100,1,4,"seq_94",FALSE,FALSE,"TN","GENECONV"
"19295",0.01,0.01,100,1,4,"seq_95",FALSE,FALSE,"TN","GENECONV"
"19296",0.01,0.01,100,1,4,"seq_96",FALSE,FALSE,"TN","GENECONV"
"19297",0.01,0.01,100,1,4,"seq_97",FALSE,FALSE,"TN","GENECONV"
"19298",0.01,0.01,100,1,4,"seq_98",FALSE,FALSE,"TN","GENECONV"
"19299",0.01,0.01,100,1,4,"seq_99",FALSE,FALSE,"TN","GENECONV"
"19300",0.01,0.01,100,1,4,"seq_100",FALSE,FALSE,"TN","GENECONV"
"19301",1e-04,0,100,1,2,"seq_1",FALSE,FALSE,"TN","GENECONV"
"19302",1e-04,0,100,1,2,"seq_2",FALSE,FALSE,"TN","GENECONV"
"19303",1e-04,0,100,1,2,"seq_3",FALSE,FALSE,"TN","GENECONV"
"19304",1e-04,0,100,1,2,"seq_4",FALSE,FALSE,"TN","GENECONV"
"19305",1e-04,0,100,1,2,"seq_5",FALSE,FALSE,"TN","GENECONV"
"19306",1e-04,0,100,1,2,"seq_6",FALSE,FALSE,"TN","GENECONV"
"19307",1e-04,0,100,1,2,"seq_7",FALSE,FALSE,"TN","GENECONV"
"19308",1e-04,0,100,1,2,"seq_8",FALSE,FALSE,"TN","GENECONV"
"19309",1e-04,0,100,1,2,"seq_9",FALSE,FALSE,"TN","GENECONV"
"19310",1e-04,0,100,1,2,"seq_10",FALSE,FALSE,"TN","GENECONV"
"19311",1e-04,0,100,1,2,"seq_11",FALSE,FALSE,"TN","GENECONV"
"19312",1e-04,0,100,1,2,"seq_12",FALSE,FALSE,"TN","GENECONV"
"19313",1e-04,0,100,1,2,"seq_13",FALSE,FALSE,"TN","GENECONV"
"19314",1e-04,0,100,1,2,"seq_14",FALSE,FALSE,"TN","GENECONV"
"19315",1e-04,0,100,1,2,"seq_15",FALSE,FALSE,"TN","GENECONV"
"19316",1e-04,0,100,1,2,"seq_16",FALSE,FALSE,"TN","GENECONV"
"19317",1e-04,0,100,1,2,"seq_17",FALSE,FALSE,"TN","GENECONV"
"19318",1e-04,0,100,1,2,"seq_18",FALSE,FALSE,"TN","GENECONV"
"19319",1e-04,0,100,1,2,"seq_19",FALSE,FALSE,"TN","GENECONV"
"19320",1e-04,0,100,1,2,"seq_20",FALSE,FALSE,"TN","GENECONV"
"19321",1e-04,0,100,1,2,"seq_21",FALSE,FALSE,"TN","GENECONV"
"19322",1e-04,0,100,1,2,"seq_22",FALSE,FALSE,"TN","GENECONV"
"19323",1e-04,0,100,1,2,"seq_23",FALSE,FALSE,"TN","GENECONV"
"19324",1e-04,0,100,1,2,"seq_24",FALSE,FALSE,"TN","GENECONV"
"19325",1e-04,0,100,1,2,"seq_25",FALSE,FALSE,"TN","GENECONV"
"19326",1e-04,0,100,1,2,"seq_26",FALSE,FALSE,"TN","GENECONV"
"19327",1e-04,0,100,1,2,"seq_27",FALSE,FALSE,"TN","GENECONV"
"19328",1e-04,0,100,1,2,"seq_28",FALSE,FALSE,"TN","GENECONV"
"19329",1e-04,0,100,1,2,"seq_29",FALSE,FALSE,"TN","GENECONV"
"19330",1e-04,0,100,1,2,"seq_30",FALSE,FALSE,"TN","GENECONV"
"19331",1e-04,0,100,1,2,"seq_31",FALSE,FALSE,"TN","GENECONV"
"19332",1e-04,0,100,1,2,"seq_32",FALSE,FALSE,"TN","GENECONV"
"19333",1e-04,0,100,1,2,"seq_33",FALSE,FALSE,"TN","GENECONV"
"19334",1e-04,0,100,1,2,"seq_34",FALSE,FALSE,"TN","GENECONV"
"19335",1e-04,0,100,1,2,"seq_35",FALSE,FALSE,"TN","GENECONV"
"19336",1e-04,0,100,1,2,"seq_36",FALSE,FALSE,"TN","GENECONV"
"19337",1e-04,0,100,1,2,"seq_37",FALSE,FALSE,"TN","GENECONV"
"19338",1e-04,0,100,1,2,"seq_38",FALSE,FALSE,"TN","GENECONV"
"19339",1e-04,0,100,1,2,"seq_39",FALSE,FALSE,"TN","GENECONV"
"19340",1e-04,0,100,1,2,"seq_40",FALSE,FALSE,"TN","GENECONV"
"19341",1e-04,0,100,1,2,"seq_41",FALSE,FALSE,"TN","GENECONV"
"19342",1e-04,0,100,1,2,"seq_42",FALSE,FALSE,"TN","GENECONV"
"19343",1e-04,0,100,1,2,"seq_43",FALSE,FALSE,"TN","GENECONV"
"19344",1e-04,0,100,1,2,"seq_44",FALSE,FALSE,"TN","GENECONV"
"19345",1e-04,0,100,1,2,"seq_45",FALSE,FALSE,"TN","GENECONV"
"19346",1e-04,0,100,1,2,"seq_46",FALSE,FALSE,"TN","GENECONV"
"19347",1e-04,0,100,1,2,"seq_47",FALSE,FALSE,"TN","GENECONV"
"19348",1e-04,0,100,1,2,"seq_48",FALSE,FALSE,"TN","GENECONV"
"19349",1e-04,0,100,1,2,"seq_49",FALSE,FALSE,"TN","GENECONV"
"19350",1e-04,0,100,1,2,"seq_50",FALSE,FALSE,"TN","GENECONV"
"19351",1e-04,0,100,1,2,"seq_51",FALSE,FALSE,"TN","GENECONV"
"19352",1e-04,0,100,1,2,"seq_52",FALSE,FALSE,"TN","GENECONV"
"19353",1e-04,0,100,1,2,"seq_53",FALSE,FALSE,"TN","GENECONV"
"19354",1e-04,0,100,1,2,"seq_54",FALSE,FALSE,"TN","GENECONV"
"19355",1e-04,0,100,1,2,"seq_55",FALSE,FALSE,"TN","GENECONV"
"19356",1e-04,0,100,1,2,"seq_56",FALSE,FALSE,"TN","GENECONV"
"19357",1e-04,0,100,1,2,"seq_57",FALSE,FALSE,"TN","GENECONV"
"19358",1e-04,0,100,1,2,"seq_58",FALSE,FALSE,"TN","GENECONV"
"19359",1e-04,0,100,1,2,"seq_59",FALSE,FALSE,"TN","GENECONV"
"19360",1e-04,0,100,1,2,"seq_60",FALSE,FALSE,"TN","GENECONV"
"19361",1e-04,0,100,1,2,"seq_61",FALSE,FALSE,"TN","GENECONV"
"19362",1e-04,0,100,1,2,"seq_62",FALSE,FALSE,"TN","GENECONV"
"19363",1e-04,0,100,1,2,"seq_63",FALSE,FALSE,"TN","GENECONV"
"19364",1e-04,0,100,1,2,"seq_64",FALSE,FALSE,"TN","GENECONV"
"19365",1e-04,0,100,1,2,"seq_65",FALSE,FALSE,"TN","GENECONV"
"19366",1e-04,0,100,1,2,"seq_66",FALSE,FALSE,"TN","GENECONV"
"19367",1e-04,0,100,1,2,"seq_67",FALSE,FALSE,"TN","GENECONV"
"19368",1e-04,0,100,1,2,"seq_68",FALSE,FALSE,"TN","GENECONV"
"19369",1e-04,0,100,1,2,"seq_69",FALSE,FALSE,"TN","GENECONV"
"19370",1e-04,0,100,1,2,"seq_70",FALSE,FALSE,"TN","GENECONV"
"19371",1e-04,0,100,1,2,"seq_71",FALSE,FALSE,"TN","GENECONV"
"19372",1e-04,0,100,1,2,"seq_72",FALSE,FALSE,"TN","GENECONV"
"19373",1e-04,0,100,1,2,"seq_73",FALSE,FALSE,"TN","GENECONV"
"19374",1e-04,0,100,1,2,"seq_74",FALSE,FALSE,"TN","GENECONV"
"19375",1e-04,0,100,1,2,"seq_75",FALSE,FALSE,"TN","GENECONV"
"19376",1e-04,0,100,1,2,"seq_76",FALSE,FALSE,"TN","GENECONV"
"19377",1e-04,0,100,1,2,"seq_77",FALSE,FALSE,"TN","GENECONV"
"19378",1e-04,0,100,1,2,"seq_78",FALSE,FALSE,"TN","GENECONV"
"19379",1e-04,0,100,1,2,"seq_79",FALSE,FALSE,"TN","GENECONV"
"19380",1e-04,0,100,1,2,"seq_80",FALSE,FALSE,"TN","GENECONV"
"19381",1e-04,0,100,1,2,"seq_81",FALSE,FALSE,"TN","GENECONV"
"19382",1e-04,0,100,1,2,"seq_82",FALSE,FALSE,"TN","GENECONV"
"19383",1e-04,0,100,1,2,"seq_83",FALSE,FALSE,"TN","GENECONV"
"19384",1e-04,0,100,1,2,"seq_84",FALSE,FALSE,"TN","GENECONV"
"19385",1e-04,0,100,1,2,"seq_85",FALSE,FALSE,"TN","GENECONV"
"19386",1e-04,0,100,1,2,"seq_86",FALSE,FALSE,"TN","GENECONV"
"19387",1e-04,0,100,1,2,"seq_87",FALSE,FALSE,"TN","GENECONV"
"19388",1e-04,0,100,1,2,"seq_88",FALSE,FALSE,"TN","GENECONV"
"19389",1e-04,0,100,1,2,"seq_89",FALSE,FALSE,"TN","GENECONV"
"19390",1e-04,0,100,1,2,"seq_90",FALSE,FALSE,"TN","GENECONV"
"19391",1e-04,0,100,1,2,"seq_91",FALSE,FALSE,"TN","GENECONV"
"19392",1e-04,0,100,1,2,"seq_92",FALSE,FALSE,"TN","GENECONV"
"19393",1e-04,0,100,1,2,"seq_93",FALSE,FALSE,"TN","GENECONV"
"19394",1e-04,0,100,1,2,"seq_94",FALSE,FALSE,"TN","GENECONV"
"19395",1e-04,0,100,1,2,"seq_95",FALSE,FALSE,"TN","GENECONV"
"19396",1e-04,0,100,1,2,"seq_96",FALSE,FALSE,"TN","GENECONV"
"19397",1e-04,0,100,1,2,"seq_97",FALSE,FALSE,"TN","GENECONV"
"19398",1e-04,0,100,1,2,"seq_98",FALSE,FALSE,"TN","GENECONV"
"19399",1e-04,0,100,1,2,"seq_99",FALSE,FALSE,"TN","GENECONV"
"19400",1e-04,0,100,1,2,"seq_100",FALSE,FALSE,"TN","GENECONV"
"19401",0,0.001,100,0,5,"seq_1",FALSE,FALSE,"TN","GENECONV"
"19402",0,0.001,100,0,5,"seq_2",FALSE,FALSE,"TN","GENECONV"
"19403",0,0.001,100,0,5,"seq_3",FALSE,FALSE,"TN","GENECONV"
"19404",0,0.001,100,0,5,"seq_4",FALSE,FALSE,"TN","GENECONV"
"19405",0,0.001,100,0,5,"seq_5",FALSE,FALSE,"TN","GENECONV"
"19406",0,0.001,100,0,5,"seq_6",FALSE,FALSE,"TN","GENECONV"
"19407",0,0.001,100,0,5,"seq_7",FALSE,FALSE,"TN","GENECONV"
"19408",0,0.001,100,0,5,"seq_8",FALSE,FALSE,"TN","GENECONV"
"19409",0,0.001,100,0,5,"seq_9",FALSE,FALSE,"TN","GENECONV"
"19410",0,0.001,100,0,5,"seq_10",FALSE,FALSE,"TN","GENECONV"
"19411",0,0.001,100,0,5,"seq_11",FALSE,FALSE,"TN","GENECONV"
"19412",0,0.001,100,0,5,"seq_12",FALSE,FALSE,"TN","GENECONV"
"19413",0,0.001,100,0,5,"seq_13",FALSE,FALSE,"TN","GENECONV"
"19414",0,0.001,100,0,5,"seq_14",FALSE,FALSE,"TN","GENECONV"
"19415",0,0.001,100,0,5,"seq_15",FALSE,FALSE,"TN","GENECONV"
"19416",0,0.001,100,0,5,"seq_16",FALSE,FALSE,"TN","GENECONV"
"19417",0,0.001,100,0,5,"seq_17",FALSE,FALSE,"TN","GENECONV"
"19418",0,0.001,100,0,5,"seq_18",FALSE,FALSE,"TN","GENECONV"
"19419",0,0.001,100,0,5,"seq_19",FALSE,FALSE,"TN","GENECONV"
"19420",0,0.001,100,0,5,"seq_20",FALSE,FALSE,"TN","GENECONV"
"19421",0,0.001,100,0,5,"seq_21",FALSE,FALSE,"TN","GENECONV"
"19422",0,0.001,100,0,5,"seq_22",FALSE,FALSE,"TN","GENECONV"
"19423",0,0.001,100,0,5,"seq_23",FALSE,FALSE,"TN","GENECONV"
"19424",0,0.001,100,0,5,"seq_24",FALSE,FALSE,"TN","GENECONV"
"19425",0,0.001,100,0,5,"seq_25",FALSE,FALSE,"TN","GENECONV"
"19426",0,0.001,100,0,5,"seq_26",FALSE,FALSE,"TN","GENECONV"
"19427",0,0.001,100,0,5,"seq_27",FALSE,FALSE,"TN","GENECONV"
"19428",0,0.001,100,0,5,"seq_28",FALSE,FALSE,"TN","GENECONV"
"19429",0,0.001,100,0,5,"seq_29",FALSE,FALSE,"TN","GENECONV"
"19430",0,0.001,100,0,5,"seq_30",FALSE,FALSE,"TN","GENECONV"
"19431",0,0.001,100,0,5,"seq_31",FALSE,FALSE,"TN","GENECONV"
"19432",0,0.001,100,0,5,"seq_32",FALSE,FALSE,"TN","GENECONV"
"19433",0,0.001,100,0,5,"seq_33",FALSE,FALSE,"TN","GENECONV"
"19434",0,0.001,100,0,5,"seq_34",FALSE,FALSE,"TN","GENECONV"
"19435",0,0.001,100,0,5,"seq_35",FALSE,FALSE,"TN","GENECONV"
"19436",0,0.001,100,0,5,"seq_36",FALSE,FALSE,"TN","GENECONV"
"19437",0,0.001,100,0,5,"seq_37",FALSE,FALSE,"TN","GENECONV"
"19438",0,0.001,100,0,5,"seq_38",FALSE,FALSE,"TN","GENECONV"
"19439",0,0.001,100,0,5,"seq_39",FALSE,FALSE,"TN","GENECONV"
"19440",0,0.001,100,0,5,"seq_40",FALSE,FALSE,"TN","GENECONV"
"19441",0,0.001,100,0,5,"seq_41",FALSE,FALSE,"TN","GENECONV"
"19442",0,0.001,100,0,5,"seq_42",FALSE,FALSE,"TN","GENECONV"
"19443",0,0.001,100,0,5,"seq_43",FALSE,FALSE,"TN","GENECONV"
"19444",0,0.001,100,0,5,"seq_44",FALSE,FALSE,"TN","GENECONV"
"19445",0,0.001,100,0,5,"seq_45",FALSE,FALSE,"TN","GENECONV"
"19446",0,0.001,100,0,5,"seq_46",FALSE,FALSE,"TN","GENECONV"
"19447",0,0.001,100,0,5,"seq_47",FALSE,FALSE,"TN","GENECONV"
"19448",0,0.001,100,0,5,"seq_48",FALSE,FALSE,"TN","GENECONV"
"19449",0,0.001,100,0,5,"seq_49",FALSE,FALSE,"TN","GENECONV"
"19450",0,0.001,100,0,5,"seq_50",FALSE,FALSE,"TN","GENECONV"
"19451",0,0.001,100,0,5,"seq_51",FALSE,FALSE,"TN","GENECONV"
"19452",0,0.001,100,0,5,"seq_52",FALSE,FALSE,"TN","GENECONV"
"19453",0,0.001,100,0,5,"seq_53",FALSE,FALSE,"TN","GENECONV"
"19454",0,0.001,100,0,5,"seq_54",FALSE,FALSE,"TN","GENECONV"
"19455",0,0.001,100,0,5,"seq_55",FALSE,FALSE,"TN","GENECONV"
"19456",0,0.001,100,0,5,"seq_56",FALSE,FALSE,"TN","GENECONV"
"19457",0,0.001,100,0,5,"seq_57",FALSE,FALSE,"TN","GENECONV"
"19458",0,0.001,100,0,5,"seq_58",FALSE,FALSE,"TN","GENECONV"
"19459",0,0.001,100,0,5,"seq_59",FALSE,FALSE,"TN","GENECONV"
"19460",0,0.001,100,0,5,"seq_60",FALSE,FALSE,"TN","GENECONV"
"19461",0,0.001,100,0,5,"seq_61",FALSE,FALSE,"TN","GENECONV"
"19462",0,0.001,100,0,5,"seq_62",FALSE,FALSE,"TN","GENECONV"
"19463",0,0.001,100,0,5,"seq_63",FALSE,FALSE,"TN","GENECONV"
"19464",0,0.001,100,0,5,"seq_64",FALSE,FALSE,"TN","GENECONV"
"19465",0,0.001,100,0,5,"seq_65",FALSE,FALSE,"TN","GENECONV"
"19466",0,0.001,100,0,5,"seq_66",FALSE,FALSE,"TN","GENECONV"
"19467",0,0.001,100,0,5,"seq_67",FALSE,FALSE,"TN","GENECONV"
"19468",0,0.001,100,0,5,"seq_68",FALSE,FALSE,"TN","GENECONV"
"19469",0,0.001,100,0,5,"seq_69",FALSE,FALSE,"TN","GENECONV"
"19470",0,0.001,100,0,5,"seq_70",FALSE,FALSE,"TN","GENECONV"
"19471",0,0.001,100,0,5,"seq_71",FALSE,FALSE,"TN","GENECONV"
"19472",0,0.001,100,0,5,"seq_72",FALSE,FALSE,"TN","GENECONV"
"19473",0,0.001,100,0,5,"seq_73",FALSE,FALSE,"TN","GENECONV"
"19474",0,0.001,100,0,5,"seq_74",FALSE,FALSE,"TN","GENECONV"
"19475",0,0.001,100,0,5,"seq_75",FALSE,FALSE,"TN","GENECONV"
"19476",0,0.001,100,0,5,"seq_76",FALSE,FALSE,"TN","GENECONV"
"19477",0,0.001,100,0,5,"seq_77",FALSE,FALSE,"TN","GENECONV"
"19478",0,0.001,100,0,5,"seq_78",FALSE,FALSE,"TN","GENECONV"
"19479",0,0.001,100,0,5,"seq_79",FALSE,FALSE,"TN","GENECONV"
"19480",0,0.001,100,0,5,"seq_80",FALSE,FALSE,"TN","GENECONV"
"19481",0,0.001,100,0,5,"seq_81",FALSE,FALSE,"TN","GENECONV"
"19482",0,0.001,100,0,5,"seq_82",FALSE,FALSE,"TN","GENECONV"
"19483",0,0.001,100,0,5,"seq_83",FALSE,FALSE,"TN","GENECONV"
"19484",0,0.001,100,0,5,"seq_84",FALSE,FALSE,"TN","GENECONV"
"19485",0,0.001,100,0,5,"seq_85",FALSE,FALSE,"TN","GENECONV"
"19486",0,0.001,100,0,5,"seq_86",FALSE,FALSE,"TN","GENECONV"
"19487",0,0.001,100,0,5,"seq_87",FALSE,FALSE,"TN","GENECONV"
"19488",0,0.001,100,0,5,"seq_88",FALSE,FALSE,"TN","GENECONV"
"19489",0,0.001,100,0,5,"seq_89",FALSE,FALSE,"TN","GENECONV"
"19490",0,0.001,100,0,5,"seq_90",FALSE,FALSE,"TN","GENECONV"
"19491",0,0.001,100,0,5,"seq_91",FALSE,FALSE,"TN","GENECONV"
"19492",0,0.001,100,0,5,"seq_92",FALSE,FALSE,"TN","GENECONV"
"19493",0,0.001,100,0,5,"seq_93",FALSE,FALSE,"TN","GENECONV"
"19494",0,0.001,100,0,5,"seq_94",FALSE,FALSE,"TN","GENECONV"
"19495",0,0.001,100,0,5,"seq_95",FALSE,FALSE,"TN","GENECONV"
"19496",0,0.001,100,0,5,"seq_96",FALSE,FALSE,"TN","GENECONV"
"19497",0,0.001,100,0,5,"seq_97",FALSE,FALSE,"TN","GENECONV"
"19498",0,0.001,100,0,5,"seq_98",FALSE,FALSE,"TN","GENECONV"
"19499",0,0.001,100,0,5,"seq_99",FALSE,FALSE,"TN","GENECONV"
"19500",0,0.001,100,0,5,"seq_100",FALSE,FALSE,"TN","GENECONV"
"19501",1e-04,0.01,100,1,2,"seq_1",FALSE,FALSE,"TN","GENECONV"
"19502",1e-04,0.01,100,1,2,"seq_2",FALSE,FALSE,"TN","GENECONV"
"19503",1e-04,0.01,100,1,2,"seq_3",FALSE,FALSE,"TN","GENECONV"
"19504",1e-04,0.01,100,1,2,"seq_4",FALSE,FALSE,"TN","GENECONV"
"19505",1e-04,0.01,100,1,2,"seq_5",FALSE,FALSE,"TN","GENECONV"
"19506",1e-04,0.01,100,1,2,"seq_6",FALSE,FALSE,"TN","GENECONV"
"19507",1e-04,0.01,100,1,2,"seq_7",FALSE,FALSE,"TN","GENECONV"
"19508",1e-04,0.01,100,1,2,"seq_8",FALSE,FALSE,"TN","GENECONV"
"19509",1e-04,0.01,100,1,2,"seq_9",FALSE,FALSE,"TN","GENECONV"
"19510",1e-04,0.01,100,1,2,"seq_10",FALSE,FALSE,"TN","GENECONV"
"19511",1e-04,0.01,100,1,2,"seq_11",FALSE,FALSE,"TN","GENECONV"
"19512",1e-04,0.01,100,1,2,"seq_12",FALSE,FALSE,"TN","GENECONV"
"19513",1e-04,0.01,100,1,2,"seq_13",FALSE,FALSE,"TN","GENECONV"
"19514",1e-04,0.01,100,1,2,"seq_14",FALSE,FALSE,"TN","GENECONV"
"19515",1e-04,0.01,100,1,2,"seq_15",FALSE,FALSE,"TN","GENECONV"
"19516",1e-04,0.01,100,1,2,"seq_16",FALSE,FALSE,"TN","GENECONV"
"19517",1e-04,0.01,100,1,2,"seq_17",FALSE,FALSE,"TN","GENECONV"
"19518",1e-04,0.01,100,1,2,"seq_18",FALSE,FALSE,"TN","GENECONV"
"19519",1e-04,0.01,100,1,2,"seq_19",FALSE,FALSE,"TN","GENECONV"
"19520",1e-04,0.01,100,1,2,"seq_20",FALSE,FALSE,"TN","GENECONV"
"19521",1e-04,0.01,100,1,2,"seq_21",FALSE,FALSE,"TN","GENECONV"
"19522",1e-04,0.01,100,1,2,"seq_22",FALSE,FALSE,"TN","GENECONV"
"19523",1e-04,0.01,100,1,2,"seq_23",FALSE,FALSE,"TN","GENECONV"
"19524",1e-04,0.01,100,1,2,"seq_24",FALSE,FALSE,"TN","GENECONV"
"19525",1e-04,0.01,100,1,2,"seq_25",FALSE,FALSE,"TN","GENECONV"
"19526",1e-04,0.01,100,1,2,"seq_26",FALSE,FALSE,"TN","GENECONV"
"19527",1e-04,0.01,100,1,2,"seq_27",FALSE,FALSE,"TN","GENECONV"
"19528",1e-04,0.01,100,1,2,"seq_28",FALSE,FALSE,"TN","GENECONV"
"19529",1e-04,0.01,100,1,2,"seq_29",FALSE,FALSE,"TN","GENECONV"
"19530",1e-04,0.01,100,1,2,"seq_30",FALSE,FALSE,"TN","GENECONV"
"19531",1e-04,0.01,100,1,2,"seq_31",FALSE,FALSE,"TN","GENECONV"
"19532",1e-04,0.01,100,1,2,"seq_32",FALSE,FALSE,"TN","GENECONV"
